"SAMPN","PERNO","DAYNO","TPURP","ACTDUR"
4000001,1,1,3,340
4000001,1,1,2,25
4000001,1,1,13,70
4000001,1,1,13,130
4000001,1,1,13,30
4000001,1,1,15,20
4000001,1,1,2,399
4000001,1,2,2,975
4000001,1,2,20,55
4000001,1,2,2,389
4000001,2,1,2,735
4000001,2,1,13,70
4000001,2,1,13,130
4000001,2,1,13,30
4000001,2,1,15,20
4000001,2,1,2,399
4000001,2,2,2,975
4000001,2,2,20,55
4000001,2,2,2,389
4000001,3,1,2,735
4000001,3,1,13,70
4000001,3,1,13,130
4000001,3,1,13,30
4000001,3,1,15,20
4000001,3,1,2,399
4000001,3,2,2,975
4000001,3,2,16,55
4000001,3,2,2,389
4000064,1,1,2,320
4000064,1,1,18,65
4000064,1,1,12,17
4000064,1,1,3,410
4000064,1,1,2,549
4000064,2,1,2,280
4000064,2,1,3,300
4000064,2,1,17,10
4000064,2,1,3,160
4000064,2,1,13,20
4000064,2,1,13,5
4000064,2,1,13,10
4000064,2,1,2,10
4000064,2,1,19,210
4000064,2,1,2,299
4000064,3,1,2,260
4000064,3,1,5,520
4000064,3,1,2,619
4000066,1,1,2,350
4000066,1,1,13,20
4000066,1,1,13,60
4000066,1,1,3,180
4000066,1,1,21,90
4000066,1,1,2,105
4000066,1,1,21,150
4000066,1,1,2,344
4000136,1,1,2,334
4000136,1,1,3,521
4000136,1,1,21,45
4000136,1,1,12,15
4000136,1,1,13,30
4000136,1,1,17,10
4000136,1,1,2,369
4000136,1,2,2,305
4000136,1,2,3,475
4000136,1,2,13,11
4000136,1,2,9,1
4000136,1,2,16,220
4000136,1,2,2,279
4000136,2,1,2,558
4000136,2,1,17,7
4000136,2,1,13,8
4000136,2,1,11,35
4000136,2,1,13,157
4000136,2,1,11,5
4000136,2,1,2,579
4000136,2,2,2,584
4000136,2,2,13,3
4000136,2,2,13,5
4000136,2,2,17,13
4000136,2,2,13,12
4000136,2,2,12,8
4000136,2,2,12,1
4000136,2,2,2,769
4000154,1,1,2,300
4000154,1,1,3,480
4000154,1,1,2,589
4000154,1,2,2,315
4000154,1,2,3,490
4000154,1,2,2,534
4000158,1,1,2,184
4000158,1,1,3,535
4000158,1,1,2,656
4000158,1,2,2,187
4000158,1,2,3,541
4000158,1,2,2,56
4000158,1,2,14,7
4000158,1,2,2,602
4000158,2,1,2,430
4000158,2,1,15,59
4000158,2,1,14,8
4000158,2,1,2,885
4000158,2,2,2,1439
4000160,1,1,2,315
4000160,1,1,21,270
4000160,1,1,2,30
4000160,1,1,21,90
4000160,1,1,2,1
4000160,1,1,13,20
4000160,1,1,2,620
4000160,2,1,2,315
4000160,2,1,21,270
4000160,2,1,2,30
4000160,2,1,21,90
4000160,2,1,2,1
4000160,2,1,13,20
4000160,2,1,2,620
4000176,1,1,2,135
4000176,1,1,3,810
4000176,1,1,2,469
4000176,1,2,2,163
4000176,1,2,20,60
4000176,1,2,2,30
4000176,1,2,11,110
4000176,1,2,11,95
4000176,1,2,11,117
4000176,1,2,2,179
4000176,1,2,11,135
4000176,1,2,2,410
4000176,2,1,2,210
4000176,2,1,3,525
4000176,2,1,2,674
4000176,2,2,2,210
4000176,2,2,3,525
4000176,2,2,2,674
4000193,1,1,2,615
4000193,1,1,13,10
4000193,1,1,13,40
4000193,1,1,2,759
4000193,1,2,2,1439
4000218,1,1,2,420
4000218,1,1,16,10
4000218,1,1,2,235
4000218,1,1,12,20
4000218,1,1,16,55
4000218,1,1,12,25
4000218,1,1,13,35
4000218,1,1,2,157
4000218,1,1,20,65
4000218,1,1,2,327
4000218,2,1,2,315
4000218,2,1,20,75
4000218,2,1,14,5
4000218,2,1,13,40
4000218,2,1,2,5
4000218,2,1,14,20
4000218,2,1,12,10
4000218,2,1,2,899
4000228,1,1,2,660
4000228,1,1,9,10
4000228,1,1,21,734
4000228,2,1,2,330
4000228,2,1,3,665
4000228,2,1,2,394
4000230,1,1,2,560
4000230,1,1,14,75
4000230,1,1,2,781
4000230,1,2,2,450
4000230,1,2,16,15
4000230,1,2,16,14
4000230,1,2,2,944
4000230,2,1,2,935
4000230,2,1,21,140
4000230,2,1,2,319
4000230,2,2,2,190
4000230,2,2,3,540
4000230,2,2,2,669
4000239,1,1,2,320
4000239,1,1,12,15
4000239,1,1,2,131
4000239,1,1,13,45
4000239,1,1,2,116
4000239,1,1,21,212
4000239,1,1,2,505
4000239,2,1,2,240
4000239,2,1,16,180
4000239,2,1,11,210
4000239,2,1,13,45
4000239,2,1,2,659
4000260,1,1,2,417
4000260,1,1,15,8
4000260,1,1,13,1
4000260,1,1,17,5
4000260,1,1,8,6
4000260,1,1,13,47
4000260,1,1,13,55
4000260,1,1,13,48
4000260,1,1,2,749
4000260,1,2,2,305
4000260,1,2,18,85
4000260,1,2,18,10
4000260,1,2,2,103
4000260,1,2,16,97
4000260,1,2,17,32
4000260,1,2,2,692
4000260,2,1,2,417
4000260,2,1,15,8
4000260,2,1,13,1
4000260,2,1,17,5
4000260,2,1,8,6
4000260,2,1,13,47
4000260,2,1,13,55
4000260,2,1,13,48
4000260,2,1,2,749
4000260,2,2,2,305
4000260,2,2,18,85
4000260,2,2,18,10
4000260,2,2,2,992
4000301,1,1,1,1439
4000301,2,1,2,325
4000301,2,1,3,212
4000301,2,1,17,46
4000301,2,1,3,351
4000301,2,1,2,217
4000301,2,1,9,4
4000301,2,1,13,3
4000301,2,1,2,219
4000301,3,1,2,325
4000301,3,1,7,377
4000301,3,1,5,235
4000301,3,1,7,2
4000301,3,1,12,3
4000301,3,1,2,219
4000301,4,1,2,460
4000301,4,1,12,3
4000301,4,1,13,10
4000301,4,1,21,60
4000301,4,1,2,30
4000301,4,1,15,20
4000301,4,1,15,5
4000301,4,1,2,764
4000301,5,1,1,1439
4000306,1,1,2,570
4000306,1,1,16,30
4000306,1,1,17,15
4000306,1,1,13,20
4000306,1,1,2,120
4000306,1,1,13,110
4000306,1,1,2,469
4000306,2,1,2,570
4000306,2,1,16,30
4000306,2,1,17,15
4000306,2,1,13,20
4000306,2,1,13,60
4000306,2,1,13,120
4000306,2,1,13,50
4000306,2,1,2,439
4000306,3,1,2,375
4000306,3,1,5,75
4000306,3,1,13,30
4000306,3,1,3,420
4000306,3,1,2,169
4000338,1,1,2,270
4000338,1,1,3,250
4000338,1,1,14,15
4000338,1,1,3,225
4000338,1,1,2,609
4000338,2,1,2,245
4000338,2,1,3,530
4000338,2,1,2,599
4000414,1,1,2,210
4000414,1,1,3,435
4000414,1,1,11,449
4000414,2,1,2,465
4000414,2,1,17,78
4000414,2,1,11,120
4000414,2,1,2,583
4000424,1,1,2,810
4000424,1,1,12,17
4000424,1,1,21,75
4000424,1,1,2,516
4000424,2,1,2,137
4000424,2,1,3,51
4000424,2,1,11,72
4000424,2,1,3,445
4000424,2,1,2,47
4000424,2,1,12,17
4000424,2,1,21,75
4000424,2,1,2,516
4000424,3,1,2,252
4000424,3,1,5,459
4000424,3,1,2,45
4000424,3,1,3,157
4000424,3,1,2,511
4000431,1,1,2,210
4000431,1,1,4,530
4000431,1,1,2,444
4000431,1,2,2,210
4000431,1,2,3,530
4000431,1,2,2,444
4000436,1,1,2,285
4000436,1,1,13,20
4000436,1,1,9,5
4000436,1,1,17,55
4000436,1,1,8,5
4000436,1,1,2,75
4000436,1,1,17,210
4000436,1,1,2,664
4000436,1,2,2,215
4000436,1,2,19,42
4000436,1,2,13,20
4000436,1,2,2,149
4000436,1,2,20,90
4000436,1,2,16,15
4000436,1,2,17,60
4000436,1,2,2,774
4000436,2,1,2,390
4000436,2,1,19,130
4000436,2,1,17,210
4000436,2,1,2,664
4000436,2,2,2,1439
4000437,1,1,2,1439
4000437,1,2,2,1439
4000447,1,1,2,232
4000447,1,1,11,33
4000447,1,1,3,102
4000447,1,1,11,5
4000447,1,1,11,5
4000447,1,1,11,1
4000447,1,1,11,6
4000447,1,1,11,5
4000447,1,1,3,6
4000447,1,1,11,10
4000447,1,1,11,5
4000447,1,1,11,9
4000447,1,1,3,80
4000447,1,1,11,8
4000447,1,1,11,4
4000447,1,1,11,14
4000447,1,1,11,4
4000447,1,1,3,11
4000447,1,1,11,6
4000447,1,1,11,4
4000447,1,1,11,7
4000447,1,1,3,41
4000447,1,1,8,1
4000447,1,1,13,10
4000447,1,1,2,654
4000447,2,1,2,280
4000447,2,1,3,132
4000447,2,1,18,65
4000447,2,1,3,311
4000447,2,1,2,586
4000458,1,1,2,360
4000458,1,1,17,17
4000458,1,1,2,157
4000458,1,1,13,15
4000458,1,1,2,878
4000458,1,2,2,330
4000458,1,2,15,12
4000458,1,2,7,75
4000458,1,2,11,689
4000458,2,1,2,220
4000458,2,1,12,5
4000458,2,1,3,535
4000458,2,1,2,604
4000458,2,2,2,235
4000458,2,2,3,557
4000458,2,2,2,581
4000467,1,1,2,295
4000467,1,1,3,549
4000467,1,1,13,22
4000467,1,1,2,552
4000467,2,1,2,255
4000467,2,1,3,40
4000467,2,1,2,1111
4000520,1,1,2,270
4000520,1,1,8,2
4000520,1,1,2,30
4000520,1,1,13,60
4000520,1,1,2,360
4000520,1,1,19,225
4000520,1,1,2,299
4000520,1,2,2,1439
4000520,2,1,2,270
4000520,2,1,5,405
4000520,2,1,2,689
4000520,2,2,2,1439
4000523,1,1,2,255
4000523,1,1,3,570
4000523,1,1,21,342
4000523,1,1,21,165
4000523,1,1,2,44
4000523,1,2,2,1050
4000523,1,2,21,180
4000523,1,2,17,30
4000523,1,2,2,59
4000528,1,1,11,1439
4000528,2,1,2,1439
4000528,3,1,2,1439
4000548,1,1,2,480
4000548,1,1,20,90
4000548,1,1,2,110
4000548,1,1,15,16
4000548,1,1,13,31
4000548,1,1,2,190
4000548,1,1,20,190
4000548,1,1,2,234
4000548,1,2,2,470
4000548,1,2,20,89
4000548,1,2,2,195
4000548,1,2,13,57
4000548,1,2,16,70
4000548,1,2,2,491
4000552,1,1,2,1439
4000552,1,2,2,1439
4000552,2,1,2,1439
4000552,2,2,2,1439
4000577,1,1,2,300
4000577,1,1,24,60
4000577,1,1,15,10
4000577,1,1,15,145
4000577,1,1,15,15
4000577,1,1,2,105
4000577,1,1,13,14
4000577,1,1,14,17
4000577,1,1,2,80
4000577,1,1,13,10
4000577,1,1,2,10
4000577,1,1,24,190
4000577,1,1,24,269
4000647,1,1,2,255
4000647,1,1,3,600
4000647,1,1,2,504
4000647,1,2,2,255
4000647,1,2,3,570
4000647,1,2,2,439
4000647,2,1,2,230
4000647,2,1,3,530
4000647,2,1,2,569
4000647,2,2,2,240
4000647,2,2,12,5
4000647,2,2,3,510
4000647,2,2,7,15
4000647,2,2,2,539
4000663,1,1,2,1024
4000663,1,1,11,165
4000663,1,1,2,10
4000663,1,1,9,29
4000663,1,1,8,149
4000663,1,2,8,150
4000663,1,2,2,160
4000663,1,2,8,5
4000663,1,2,21,265
4000663,1,2,14,21
4000663,1,2,2,84
4000663,1,2,15,29
4000663,1,2,2,581
4000663,2,1,2,270
4000663,2,1,17,5
4000663,2,1,20,125
4000663,2,1,2,185
4000663,2,1,13,35
4000663,2,1,2,560
4000663,2,1,9,29
4000663,2,1,8,149
4000663,2,2,8,150
4000663,2,2,2,55
4000663,2,2,17,20
4000663,2,2,20,125
4000663,2,2,2,25
4000663,2,2,21,30
4000663,2,2,2,105
4000663,2,2,21,55
4000663,2,2,2,25
4000663,2,2,21,20
4000663,2,2,2,599
4000680,1,1,2,780
4000680,1,1,21,465
4000680,1,1,2,169
4000680,1,2,3,180
4000680,1,2,2,1229
4000680,2,1,2,285
4000680,2,1,3,410
4000680,2,1,2,704
4000680,2,2,2,285
4000680,2,2,3,410
4000680,2,2,2,704
4000680,3,1,2,30
4000680,3,1,3,565
4000680,3,1,2,834
4000680,3,2,2,30
4000680,3,2,3,565
4000680,3,2,2,834
4000680,4,1,2,285
4000680,4,1,5,395
4000680,4,1,2,674
4000680,4,2,2,285
4000680,4,2,5,395
4000680,4,2,2,674
4000680,5,1,2,285
4000680,5,1,5,395
4000680,5,1,2,674
4000680,5,2,2,285
4000680,5,2,5,395
4000680,5,2,2,674
4000695,1,1,2,315
4000695,1,1,8,1
4000695,1,1,19,70
4000695,1,1,2,974
4000695,1,2,2,205
4000695,1,2,3,456
4000695,1,2,13,17
4000695,1,2,13,81
4000695,1,2,2,629
4000695,2,1,2,285
4000695,2,1,19,200
4000695,2,1,2,390
4000695,2,1,24,509
4000695,2,2,2,270
4000695,2,2,3,540
4000695,2,2,2,569
4000698,1,1,2,1439
4000698,2,1,2,600
4000698,2,1,13,15
4000698,2,1,2,245
4000698,2,1,20,108
4000698,2,1,17,40
4000698,2,1,2,389
4000701,1,1,2,290
4000701,1,1,3,545
4000701,1,1,2,489
4000701,2,1,2,350
4000701,2,1,20,60
4000701,2,1,15,1
4000701,2,1,14,75
4000701,2,1,2,255
4000701,2,1,15,40
4000701,2,1,2,599
4000701,3,1,2,350
4000701,3,1,15,60
4000701,3,1,15,1
4000701,3,1,14,75
4000701,3,1,2,255
4000701,3,1,13,40
4000701,3,1,2,599
4000701,4,1,2,350
4000701,4,1,15,60
4000701,4,1,15,1
4000701,4,1,14,75
4000701,4,1,2,255
4000701,4,1,13,40
4000701,4,1,2,599
4000709,1,1,2,190
4000709,1,1,3,660
4000709,1,1,2,504
4000709,1,2,2,210
4000709,1,2,3,590
4000709,1,2,2,554
4000709,2,1,2,435
4000709,2,1,13,50
4000709,2,1,2,934
4000709,2,2,2,355
4000709,2,2,8,10
4000709,2,2,18,75
4000709,2,2,2,25
4000709,2,2,9,10
4000709,2,2,2,914
4000709,3,1,2,435
4000709,3,1,13,50
4000709,3,1,2,934
4000709,3,2,2,355
4000709,3,2,5,160
4000709,3,2,2,914
4000709,4,1,2,435
4000709,4,1,13,50
4000709,4,1,2,934
4000709,4,2,2,350
4000709,4,2,5,160
4000709,4,2,2,914
4000717,1,1,2,265
4000717,1,1,11,47
4000717,1,1,11,65
4000717,1,1,11,295
4000717,1,1,2,684
4000717,1,2,2,257
4000717,1,2,16,175
4000717,1,2,17,15
4000717,1,2,17,10
4000717,1,2,3,245
4000717,1,2,2,664
4000717,2,1,2,255
4000717,2,1,3,100
4000717,2,1,19,165
4000717,2,1,17,25
4000717,2,1,2,105
4000717,2,1,3,80
4000717,2,1,2,140
4000717,2,1,19,145
4000717,2,1,2,354
4000717,2,2,2,260
4000717,2,2,3,100
4000717,2,2,2,65
4000717,2,2,8,5
4000717,2,2,2,195
4000717,2,2,13,25
4000717,2,2,3,80
4000717,2,2,2,175
4000717,2,2,16,75
4000717,2,2,2,344
4000717,3,1,2,473
4000717,3,1,3,185
4000717,3,1,2,305
4000717,3,1,13,15
4000717,3,1,2,75
4000717,3,1,13,5
4000717,3,1,2,347
4000717,3,2,2,445
4000717,3,2,3,216
4000717,3,2,2,310
4000717,3,2,18,70
4000717,3,2,2,344
4000717,4,1,2,350
4000717,4,1,5,395
4000717,4,1,2,205
4000717,4,1,13,15
4000717,4,1,2,434
4000717,4,2,2,345
4000717,4,2,5,405
4000717,4,2,2,200
4000717,4,2,18,75
4000717,4,2,2,344
4000719,1,1,2,455
4000719,1,1,13,35
4000719,1,1,2,65
4000719,1,1,17,30
4000719,1,1,15,1
4000719,1,1,2,310
4000719,1,1,17,10
4000719,1,1,2,474
4000719,1,2,2,570
4000719,1,2,17,5
4000719,1,2,2,844
4000719,2,1,2,1439
4000719,2,2,2,780
4000719,2,2,16,20
4000719,2,2,13,55
4000719,2,2,2,559
4000719,3,1,2,140
4000719,3,1,16,220
4000719,3,1,18,41
4000719,3,1,16,290
4000719,3,1,2,494
4000719,3,2,2,960
4000719,3,2,13,22
4000719,3,2,13,6
4000719,3,2,2,414
4000762,1,1,2,1439
4000762,1,2,2,660
4000762,1,2,21,167
4000762,1,2,13,35
4000762,1,2,2,554
4000764,1,1,2,150
4000764,1,1,3,515
4000764,1,1,21,210
4000764,1,1,9,15
4000764,1,1,8,2
4000764,1,1,8,2
4000764,1,1,2,384
4000764,1,2,2,150
4000764,1,2,3,520
4000764,1,2,15,60
4000764,1,2,2,629
4000764,2,1,2,705
4000764,2,1,3,509
4000764,2,1,13,5
4000764,2,1,2,139
4000764,2,2,2,705
4000764,2,2,3,510
4000764,2,2,13,5
4000764,2,2,2,139
4000798,1,1,2,353
4000798,1,1,11,163
4000798,1,1,2,30
4000798,1,1,16,119
4000798,1,1,2,704
4000798,2,1,2,1439
4000820,1,1,1,1439
4000820,1,2,2,235
4000820,1,2,3,564
4000820,1,2,13,21
4000820,1,2,13,23
4000820,1,2,2,551
4000820,2,1,2,286
4000820,2,1,12,2
4000820,2,1,11,636
4000820,2,1,2,56
4000820,2,1,11,1
4000820,2,1,15,1
4000820,2,1,17,10
4000820,2,1,2,409
4000820,2,2,2,227
4000820,2,2,12,2
4000820,2,2,11,677
4000820,2,2,2,521
4000832,1,1,2,321
4000832,1,1,8,3
4000832,1,1,3,523
4000832,1,1,2,72
4000832,1,1,24,457
4000832,2,1,2,195
4000832,2,1,8,3
4000832,2,1,2,39
4000832,2,1,8,5
4000832,2,1,17,2
4000832,2,1,3,318
4000832,2,1,17,42
4000832,2,1,3,182
4000832,2,1,2,8
4000832,2,1,8,5
4000832,2,1,8,6
4000832,2,1,2,47
4000832,2,1,19,65
4000832,2,1,2,67
4000832,2,1,9,1
4000832,2,1,2,339
4000832,3,1,2,245
4000832,3,1,5,448
4000832,3,1,2,152
4000832,3,1,6,222
4000832,3,1,2,336
4000832,4,1,2,198
4000832,4,1,5,503
4000832,4,1,2,148
4000832,4,1,8,2
4000832,4,1,19,138
4000832,4,1,2,419
4000832,5,1,2,321
4000832,5,1,5,410
4000832,5,1,2,192
4000832,5,1,19,65
4000832,5,1,2,419
4000850,1,1,2,240
4000850,1,1,3,300
4000850,1,1,2,829
4000850,1,2,2,250
4000850,1,2,3,490
4000850,1,2,9,5
4000850,1,2,2,609
4000850,2,1,2,630
4000850,2,1,19,40
4000850,2,1,2,739
4000850,2,2,2,535
4000850,2,2,17,60
4000850,2,2,2,55
4000850,2,2,19,68
4000850,2,2,8,2
4000850,2,2,19,100
4000850,2,2,2,439
4000866,1,1,2,290
4000866,1,1,17,3
4000866,1,1,8,8
4000866,1,1,2,344
4000866,1,1,9,24
4000866,1,1,2,34
4000866,1,1,9,5
4000866,1,1,2,140
4000866,1,1,8,10
4000866,1,1,11,60
4000866,1,1,9,15
4000866,1,1,2,329
4000866,2,1,2,885
4000866,2,1,3,450
4000866,2,1,2,74
4000866,3,1,2,290
4000866,3,1,17,3
4000866,3,1,5,438
4000866,3,1,2,140
4000866,3,1,21,195
4000866,3,1,2,329
4000866,4,1,2,290
4000866,4,1,17,3
4000866,4,1,5,388
4000866,4,1,2,189
4000866,4,1,21,195
4000866,4,1,2,329
4000890,1,1,2,240
4000890,1,1,3,255
4000890,1,1,2,35
4000890,1,1,3,220
4000890,1,1,2,574
4000890,2,1,2,270
4000890,2,1,8,60
4000890,2,1,2,230
4000890,2,1,9,90
4000890,2,1,2,60
4000890,2,1,9,5
4000890,2,1,2,629
4000890,3,1,2,210
4000890,3,1,5,455
4000890,3,1,2,719
4000890,4,1,2,210
4000890,4,1,5,455
4000890,4,1,2,719
4000890,5,1,2,270
4000890,5,1,5,405
4000890,5,1,2,734
4000890,6,1,2,270
4000890,6,1,5,495
4000890,6,1,2,629
4000890,7,1,2,270
4000890,7,1,5,405
4000890,7,1,2,734
4000900,1,1,2,510
4000900,1,1,9,2
4000900,1,1,9,2
4000900,1,1,20,195
4000900,1,1,17,30
4000900,1,1,8,2
4000900,1,1,8,2
4000900,1,1,2,640
4000900,1,2,2,405
4000900,1,2,19,90
4000900,1,2,17,65
4000900,1,2,20,155
4000900,1,2,2,669
4000912,1,1,2,320
4000912,1,1,8,5
4000912,1,1,2,75
4000912,1,1,24,989
4000912,1,2,2,410
4000912,1,2,8,5
4000912,1,2,2,40
4000912,1,2,9,1
4000912,1,2,9,1
4000912,1,2,2,1
4000912,1,2,20,70
4000912,1,2,2,425
4000912,1,2,20,65
4000912,1,2,2,344
4000912,2,1,2,320
4000912,2,1,8,5
4000912,2,1,3,560
4000912,2,1,2,534
4000912,2,2,2,330
4000912,2,2,3,255
4000912,2,2,2,380
4000912,2,2,20,65
4000912,2,2,2,344
4000912,3,1,2,270
4000912,3,1,5,30
4000912,3,1,2,20
4000912,3,1,24,989
4000912,3,2,2,405
4000912,3,2,3,60
4000912,3,2,9,1
4000912,3,2,2,1
4000912,3,2,20,70
4000912,3,2,2,425
4000912,3,2,20,65
4000912,3,2,2,344
4000912,4,1,2,296
4000912,4,1,5,397
4000912,4,1,2,10
4000912,4,1,16,25
4000912,4,1,2,659
4000912,4,2,2,1000
4000912,4,2,20,65
4000912,4,2,2,344
4000912,5,1,2,295
4000912,5,1,5,400
4000912,5,1,2,729
4000912,5,2,2,410
4000912,5,2,20,71
4000912,5,2,2,105
4000912,5,2,24,10
4000912,5,2,24,370
4000912,5,2,20,65
4000912,5,2,2,344
4000912,6,1,2,320
4000912,6,1,5,5
4000912,6,1,2,729
4000912,6,2,2,600
4000912,6,2,24,10
4000912,6,2,24,370
4000912,6,2,20,65
4000912,6,2,2,344
4000918,1,1,2,330
4000918,1,1,3,437
4000918,1,1,2,519
4000918,1,2,2,330
4000918,1,2,3,437
4000918,1,2,2,519
4000943,1,1,2,255
4000943,1,1,3,580
4000943,1,1,12,7
4000943,1,1,13,16
4000943,1,1,2,121
4000943,1,1,21,351
4000943,2,1,2,270
4000943,2,1,12,6
4000943,2,1,3,711
4000943,2,1,2,395
4000943,3,1,2,1439
4000945,1,1,2,755
4000945,1,1,18,74
4000945,1,1,18,43
4000945,1,1,13,35
4000945,1,1,2,459
4000966,1,1,2,245
4000966,1,1,8,1
4000966,1,1,3,540
4000966,1,1,2,75
4000966,1,1,20,80
4000966,1,1,13,15
4000966,1,1,2,274
4000966,1,2,2,390
4000966,1,2,13,25
4000966,1,2,13,85
4000966,1,2,13,15
4000966,1,2,2,874
4000966,2,1,2,1439
4000966,2,2,2,390
4000966,2,2,13,25
4000966,2,2,13,85
4000966,2,2,13,15
4000966,2,2,2,35
4000966,2,2,19,175
4000966,2,2,2,654
4000966,3,1,2,1439
4000966,3,2,2,390
4000966,3,2,13,25
4000966,3,2,13,85
4000966,3,2,13,15
4000966,3,2,2,874
4000966,4,1,2,390
4000966,4,1,5,180
4000966,4,1,2,749
4000966,4,2,2,660
4000966,4,2,7,15
4000966,4,2,2,754
4000966,5,1,2,245
4000966,5,1,5,460
4000966,5,1,2,25
4000966,5,1,3,140
4000966,5,1,2,529
4000966,5,2,2,1439
4000966,6,1,2,270
4000966,6,1,3,545
4000966,6,1,2,569
4000966,6,2,2,945
4000966,6,2,20,140
4000966,6,2,2,334
4000982,1,1,2,260
4000982,1,1,13,1
4000982,1,1,3,210
4000982,1,1,16,10
4000982,1,1,2,70
4000982,1,1,11,250
4000982,1,1,12,15
4000982,1,1,2,554
4001025,1,1,2,320
4001025,1,1,8,10
4001025,1,1,3,130
4001025,1,1,24,265
4001025,1,1,9,20
4001025,1,1,2,599
4001025,1,2,2,315
4001025,1,2,8,15
4001025,1,2,11,210
4001025,1,2,3,195
4001025,1,2,2,609
4001025,2,1,2,350
4001025,2,1,3,432
4001025,2,1,9,15
4001025,2,1,8,5
4001025,2,1,5,120
4001025,2,1,2,419
4001025,2,2,2,340
4001025,2,2,3,441
4001025,2,2,9,10
4001025,2,2,2,72
4001025,2,2,19,40
4001025,2,2,2,459
4001025,3,1,2,320
4001025,3,1,20,500
4001025,3,1,2,599
4001025,3,2,2,315
4001025,3,2,20,495
4001025,3,2,2,609
4001041,1,1,2,555
4001041,1,1,13,20
4001041,1,1,2,839
4001041,1,2,2,1439
4001041,2,1,2,455
4001041,2,1,3,420
4001041,2,1,13,15
4001041,2,1,2,479
4001041,2,2,2,720
4001041,2,2,21,90
4001041,2,2,13,10
4001041,2,2,2,554
4001049,1,1,2,585
4001049,1,1,18,45
4001049,1,1,17,40
4001049,1,1,13,25
4001049,1,1,2,684
4001049,1,2,2,1439
4001049,2,1,2,585
4001049,2,1,16,45
4001049,2,1,17,40
4001049,2,1,13,25
4001049,2,1,2,684
4001049,2,2,2,1439
4001051,1,1,2,285
4001051,1,1,19,65
4001051,1,1,15,50
4001051,1,1,2,77
4001051,1,1,9,55
4001051,1,1,17,62
4001051,1,1,14,35
4001051,1,1,8,100
4001051,1,1,2,614
4001051,1,2,2,285
4001051,1,2,19,70
4001051,1,2,2,30
4001051,1,2,15,1
4001051,1,2,16,1
4001051,1,2,14,5
4001051,1,2,9,110
4001051,1,2,14,15
4001051,1,2,15,20
4001051,1,2,2,35
4001051,1,2,21,45
4001051,1,2,14,20
4001051,1,2,2,619
4001066,1,1,2,210
4001066,1,1,3,660
4001066,1,1,2,539
4001066,1,2,2,210
4001066,1,2,3,855
4001066,1,2,2,344
4001066,2,1,2,210
4001066,2,1,3,510
4001066,2,1,2,609
4001066,2,2,2,210
4001066,2,2,3,510
4001066,2,2,2,10
4001066,2,2,17,10
4001066,2,2,16,205
4001066,2,2,2,344
4001149,1,1,2,338
4001149,1,1,18,22
4001149,1,1,20,41
4001149,1,1,17,4
4001149,1,1,2,992
4001149,2,1,2,155
4001149,2,1,3,500
4001149,2,1,2,614
4001185,1,1,2,293
4001185,1,1,9,10
4001185,1,1,16,182
4001185,1,1,17,37
4001185,1,1,8,1
4001185,1,1,13,21
4001185,1,1,21,75
4001185,1,1,16,6
4001185,1,1,2,684
4001185,2,1,2,293
4001185,2,1,9,10
4001185,2,1,16,182
4001185,2,1,17,37
4001185,2,1,8,1
4001185,2,1,13,21
4001185,2,1,21,75
4001185,2,1,15,6
4001185,2,1,2,684
4001198,1,1,2,378
4001198,1,1,17,108
4001198,1,1,2,8
4001198,1,1,15,9
4001198,1,1,13,9
4001198,1,1,2,43
4001198,1,1,13,80
4001198,1,1,9,20
4001198,1,1,16,10
4001198,1,1,8,65
4001198,1,1,2,581
4001198,2,1,2,660
4001198,2,1,15,17
4001198,2,1,13,9
4001198,2,1,2,28
4001198,2,1,9,17
4001198,2,1,15,21
4001198,2,1,2,657
4001210,1,1,2,375
4001210,1,1,3,226
4001210,1,1,11,20
4001210,1,1,3,65
4001210,1,1,2,120
4001210,1,1,15,90
4001210,1,1,19,75
4001210,1,1,17,30
4001210,1,1,8,1
4001210,1,1,2,314
4001210,1,2,2,410
4001210,1,2,13,278
4001210,1,2,2,5
4001210,1,2,12,25
4001210,1,2,15,2
4001210,1,2,2,136
4001210,1,2,17,19
4001210,1,2,2,473
4001210,2,1,2,225
4001210,2,1,3,495
4001210,2,1,2,15
4001210,2,1,15,90
4001210,2,1,19,75
4001210,2,1,17,30
4001210,2,1,8,1
4001210,2,1,2,314
4001210,2,2,2,225
4001210,2,2,3,890
4001210,2,2,2,229
4001210,3,1,2,225
4001210,3,1,5,440
4001210,3,1,2,50
4001210,3,1,20,110
4001210,3,1,16,25
4001210,3,1,2,15
4001210,3,1,19,80
4001210,3,1,17,30
4001210,3,1,7,1
4001210,3,1,2,318
4001210,3,2,2,230
4001210,3,2,5,490
4001210,3,2,2,64
4001210,3,2,16,60
4001210,3,2,16,30
4001210,3,2,2,1
4001210,3,2,17,19
4001210,3,2,2,473
4001224,1,1,2,330
4001224,1,1,3,197
4001224,1,1,11,160
4001224,1,1,3,100
4001224,1,1,2,509
4001224,1,2,2,1439
4001352,1,1,2,380
4001352,1,1,3,260
4001352,1,1,2,679
4001352,1,2,2,250
4001352,1,2,3,300
4001352,1,2,2,789
4001358,1,1,2,285
4001358,1,1,3,300
4001358,1,1,17,2
4001358,1,1,3,155
4001358,1,1,11,90
4001358,1,1,7,2
4001358,1,1,7,1
4001358,1,1,17,30
4001358,1,1,18,175
