"SAMPN","PERNO","DAYNO","TPURP","ACTDUR"
4253886,1,1,8,3
4253886,1,1,2,479
4253886,1,2,2,425
4253886,1,2,20,65
4253886,1,2,2,225
4253886,1,2,12,50
4253886,1,2,17,10
4253886,1,2,2,50
4253886,1,2,20,95
4253886,1,2,2,10
4253886,1,2,13,40
4253886,1,2,17,10
4253886,1,2,2,45
4253886,1,2,8,5
4253886,1,2,2,259
4253886,2,1,2,300
4253886,2,1,3,35
4253886,2,1,2,320
4253886,2,1,19,85
4253886,2,1,2,20
4253886,2,1,21,30
4253886,2,1,21,3
4253886,2,1,2,479
4253886,2,2,2,240
4253886,2,2,3,405
4253886,2,2,2,714
4253893,1,1,2,265
4253893,1,1,3,481
4253893,1,1,2,48
4253893,1,1,17,25
4253893,1,1,2,514
4253893,1,2,2,287
4253893,1,2,3,484
4253893,1,2,2,215
4253893,1,2,21,112
4253893,1,2,2,289
4253893,2,1,2,380
4253893,2,1,20,86
4253893,2,1,2,206
4253893,2,1,13,20
4253893,2,1,2,123
4253893,2,1,17,25
4253893,2,1,2,514
4253893,2,2,2,524
4253893,2,2,21,3
4253893,2,2,2,75
4253893,2,2,15,13
4253893,2,2,18,70
4253893,2,2,2,290
4253893,2,2,21,112
4253893,2,2,2,289
4253893,3,1,2,380
4253893,3,1,20,86
4253893,3,1,2,206
4253893,3,1,13,20
4253893,3,1,2,123
4253893,3,1,17,25
4253893,3,1,2,514
4253893,3,2,2,524
4253893,3,2,21,610
4253893,3,2,2,289
4253944,1,1,2,370
4253944,1,1,19,60
4253944,1,1,2,195
4253944,1,1,21,190
4253944,1,1,2,539
4253944,1,2,2,335
4253944,1,2,3,260
4253944,1,2,18,75
4253944,1,2,3,105
4253944,1,2,2,594
4253944,2,1,2,370
4253944,2,1,19,60
4253944,2,1,2,195
4253944,2,1,21,190
4253944,2,1,2,539
4253944,2,2,2,360
4253944,2,2,3,235
4253944,2,2,18,75
4253944,2,2,3,105
4253944,2,2,2,594
4254038,1,1,2,420
4254038,1,1,13,70
4254038,1,1,2,939
4254038,2,1,2,1439
4254038,3,1,3,210
4254038,3,1,2,735
4254038,3,1,16,1
4254038,3,1,2,150
4254038,3,1,3,309
4254044,1,1,2,270
4254044,1,1,3,500
4254044,1,1,2,100
4254044,1,1,9,1
4254044,1,1,17,70
4254044,1,1,16,20
4254044,1,1,2,1
4254044,1,1,8,135
4254044,1,1,2,179
4254081,1,1,2,340
4254081,1,1,15,10
4254081,1,1,15,15
4254081,1,1,2,10
4254081,1,1,3,330
4254081,1,1,2,569
4254094,1,1,2,537
4254094,1,1,18,76
4254094,1,1,7,7
4254094,1,1,13,24
4254094,1,1,9,15
4254094,1,1,13,25
4254094,1,1,8,1
4254094,1,1,15,6
4254094,1,1,2,598
4254094,2,1,2,420
4254094,2,1,11,147
4254094,2,1,2,185
4254094,2,1,20,124
4254094,2,1,1,419
4254094,3,1,2,600
4254094,3,1,11,177
4254094,3,1,2,2
4254094,3,1,13,25
4254094,3,1,2,382
4254094,3,1,21,26
4254094,3,1,2,185
4254135,1,1,2,235
4254135,1,1,3,510
4254135,1,1,2,584
4254137,1,1,2,390
4254137,1,1,18,120
4254137,1,1,17,20
4254137,1,1,18,105
4254137,1,1,2,300
4254137,1,1,17,45
4254137,1,1,2,284
4254156,1,1,2,269
4254156,1,1,13,7
4254156,1,1,8,1
4254156,1,1,3,189
4254156,1,1,17,46
4254156,1,1,3,234
4254156,1,1,9,1
4254156,1,1,17,45
4254156,1,1,20,230
4254156,1,1,2,218
4254156,2,1,2,269
4254156,2,1,13,7
4254156,2,1,3,547
4254156,2,1,17,45
4254156,2,1,20,230
4254156,2,1,2,218
4254156,3,1,2,1439
4254156,4,1,2,1439
4254156,5,1,2,1439
4254234,1,1,2,300
4254234,1,1,8,1
4254234,1,1,2,176
4254234,1,1,8,3
4254234,1,1,15,2
4254234,1,1,2,186
4254234,1,1,9,5
4254234,1,1,2,29
4254234,1,1,15,116
4254234,1,1,9,6
4254234,1,1,2,515
4254234,2,1,2,245
4254234,2,1,11,50
4254234,2,1,3,505
4254234,2,1,17,210
4254234,2,1,2,314
4254234,3,1,2,300
4254234,3,1,5,417
4254234,3,1,2,29
4254234,3,1,15,116
4254234,3,1,9,6
4254234,3,1,2,515
4254234,4,1,2,300
4254234,4,1,8,1
4254234,4,1,2,176
4254234,4,1,20,402
4254234,4,1,2,515
4254301,1,1,2,265
4254301,1,1,3,300
4254301,1,1,15,20
4254301,1,1,3,180
4254301,1,1,2,5
4254301,1,1,20,60
4254301,1,1,2,30
4254301,1,1,8,1
4254301,1,1,2,404
4254301,2,1,2,230
4254301,2,1,17,5
4254301,2,1,3,370
4254301,2,1,15,95
4254301,2,1,3,135
4254301,2,1,2,10
4254301,2,1,20,60
4254301,2,1,2,449
4254301,3,1,2,390
4254301,3,1,9,1
4254301,3,1,5,345
4254301,3,1,8,1
4254301,3,1,3,240
4254301,3,1,2,65
4254301,3,1,21,60
4254301,3,1,9,1
4254301,3,1,6,1
4254301,3,1,2,244
4254301,4,1,16,465
4254301,4,1,16,35
4254301,4,1,17,35
4254301,4,1,16,140
4254301,4,1,16,225
4254301,4,1,21,55
4254301,4,1,17,75
4254301,4,1,7,11
4254301,4,1,2,244
4254301,5,1,2,320
4254301,5,1,5,405
4254301,5,1,2,30
4254301,5,1,20,165
4254301,5,1,2,30
4254301,5,1,21,140
4254301,5,1,9,6
4254301,5,1,2,244
4254307,1,1,2,360
4254307,1,1,8,5
4254307,1,1,2,138
4254307,1,1,9,12
4254307,1,1,2,348
4254307,1,1,9,1
4254307,1,1,17,50
4254307,1,1,20,233
4254307,1,1,8,1
4254307,1,1,2,262
4254307,2,1,2,1439
4254307,3,1,2,360
4254307,3,1,20,165
4254307,3,1,2,348
4254307,3,1,9,1
4254307,3,1,17,50
4254307,3,1,20,233
4254307,3,1,8,1
4254307,3,1,2,262
4254307,4,1,2,360
4254307,4,1,8,5
4254307,4,1,2,138
4254307,4,1,9,12
4254307,4,1,2,348
4254307,4,1,9,1
4254307,4,1,17,50
4254307,4,1,20,233
4254307,4,1,8,1
4254307,4,1,2,262
4254307,5,1,2,360
4254307,5,1,8,5
4254307,5,1,2,138
4254307,5,1,9,12
4254307,5,1,2,348
4254307,5,1,9,1
4254307,5,1,17,50
4254307,5,1,17,233
4254307,5,1,8,1
4254307,5,1,2,262
4254319,1,1,2,240
4254319,1,1,11,510
4254319,1,1,20,150
4254319,1,1,8,1
4254319,1,1,2,389
4254319,1,2,2,165
4254319,1,2,20,15
4254319,1,2,3,240
4254319,1,2,17,55
4254319,1,2,3,230
4254319,1,2,2,85
4254319,1,2,20,60
4254319,1,2,2,384
4254324,1,1,2,540
4254324,1,1,20,70
4254324,1,1,19,60
4254324,1,1,2,734
4254324,1,2,2,180
4254324,1,2,20,80
4254324,1,2,2,200
4254324,1,2,20,60
4254324,1,2,19,60
4254324,1,2,17,10
4254324,1,2,2,769
4254370,1,1,2,320
4254370,1,1,12,11
4254370,1,1,21,560
4254370,1,1,2,441
4254370,1,2,2,1439
4254389,1,1,2,1439
4254389,1,2,2,1439
4254389,2,1,2,1439
4254389,2,2,2,1439
4254409,1,1,2,255
4254409,1,1,3,200
4254409,1,1,13,50
4254409,1,1,2,869
4254409,2,1,2,1439
4254420,1,1,2,350
4254420,1,1,17,65
4254420,1,1,2,170
4254420,1,1,12,10
4254420,1,1,2,11
4254420,1,1,12,10
4254420,1,1,2,786
4254420,2,1,2,1439
4254437,1,1,2,226
4254437,1,1,3,274
4254437,1,1,17,30
4254437,1,1,3,251
4254437,1,1,13,20
4254437,1,1,2,513
4254437,2,1,2,420
4254437,2,1,17,5
4254437,2,1,13,15
4254437,2,1,21,300
4254437,2,1,13,15
4254437,2,1,21,205
4254437,2,1,13,5
4254437,2,1,21,35
4254437,2,1,13,10
4254437,2,1,2,309
4254558,1,1,2,398
4254558,1,1,20,104
4254558,1,1,2,427
4254558,1,1,13,20
4254558,1,1,2,418
4254558,2,1,2,189
4254558,2,1,18,369
4254558,2,1,13,10
4254558,2,1,17,41
4254558,2,1,21,150
4254558,2,1,17,58
4254558,2,1,2,43
4254558,2,1,13,20
4254558,2,1,2,418
4254617,1,1,2,355
4254617,1,1,6,90
4254617,1,1,13,90
4254617,1,1,2,420
4254617,1,1,13,90
4254617,1,1,2,319
4254617,1,2,2,440
4254617,1,2,20,120
4254617,1,2,2,859
4254617,2,1,2,315
4254617,2,1,3,690
4254617,2,1,2,359
4254617,2,2,2,315
4254617,2,2,3,660
4254617,2,2,2,374
4254617,3,1,2,355
4254617,3,1,5,90
4254617,3,1,13,90
4254617,3,1,2,849
4254617,3,2,2,440
4254617,3,2,20,120
4254617,3,2,2,859
4254617,4,1,2,355
4254617,4,1,6,90
4254617,4,1,13,90
4254617,4,1,2,849
4254617,4,2,2,440
4254617,4,2,20,120
4254617,4,2,2,859
4254681,1,1,2,615
4254681,1,1,15,5
4254681,1,1,15,10
4254681,1,1,21,195
4254681,1,1,2,394
4254681,2,1,2,1439
4254703,1,1,2,930
4254703,1,1,19,85
4254703,1,1,2,399
4254706,1,1,2,189
4254706,1,1,3,530
4254706,1,1,2,617
4254706,1,2,2,189
4254706,1,2,3,530
4254706,1,2,2,55
4254706,1,2,18,32
4254706,1,2,2,461
4254710,1,1,2,290
4254710,1,1,6,306
4254710,1,1,2,317
4254710,1,1,20,203
4254710,1,1,2,272
4254710,1,2,2,1439
4254710,2,1,2,221
4254710,2,1,17,5
4254710,2,1,3,530
4254710,2,1,2,44
4254710,2,1,20,203
4254710,2,1,2,272
4254710,2,2,2,462
4254710,2,2,13,17
4254710,2,2,13,40
4254710,2,2,13,13
4254710,2,2,20,135
4254710,2,2,17,10
4254710,2,2,16,2
4254710,2,2,16,2
4254710,2,2,16,1
4254710,2,2,2,694
4254712,1,1,2,295
4254712,1,1,12,20
4254712,1,1,21,510
4254712,1,1,2,539
4254712,1,2,2,255
4254712,1,2,3,160
4254712,1,2,11,100
4254712,1,2,3,200
4254712,1,2,2,526
4254712,2,1,2,320
4254712,2,1,21,510
4254712,2,1,2,539
4254712,2,2,2,255
4254712,2,2,3,480
4254712,2,2,2,526
4254712,3,1,2,320
4254712,3,1,21,510
4254712,3,1,2,539
4254712,3,2,2,540
4254712,3,2,20,140
4254712,3,2,2,739
4254777,1,1,2,200
4254777,1,1,24,15
4254777,1,1,2,79
4254777,1,1,3,535
4254777,1,1,2,25
4254777,1,1,17,150
4254777,1,1,2,369
4254777,2,1,2,275
4254777,2,1,21,45
4254777,2,1,3,190
4254777,2,1,13,25
4254777,2,1,3,258
4254777,2,1,2,22
4254777,2,1,17,150
4254777,2,1,2,369
4254782,1,1,2,480
4254782,1,1,18,130
4254782,1,1,2,774
4254803,1,1,2,327
4254803,1,1,8,8
4254803,1,1,3,180
4254803,1,1,2,203
4254803,1,1,9,1
4254803,1,1,2,684
4254803,1,2,2,327
4254803,1,2,8,8
4254803,1,2,3,180
4254803,1,2,2,203
4254803,1,2,9,1
4254803,1,2,2,684
4254803,2,1,2,135
4254803,2,1,3,620
4254803,2,1,2,539
4254803,2,2,2,135
4254803,2,2,3,620
4254803,2,2,2,539
4254803,3,1,2,326
4254803,3,1,5,410
4254803,3,1,2,659
4254803,3,2,2,326
4254803,3,2,5,410
4254803,3,2,2,659
4254803,4,1,2,326
4254803,4,1,5,410
4254803,4,1,2,659
4254803,4,2,2,326
4254803,4,2,5,410
4254803,4,2,2,659
4254803,5,1,2,327
4254803,5,1,5,411
4254803,5,1,2,684
4254803,5,2,2,327
4254803,5,2,5,411
4254803,5,2,2,684
4254806,1,1,2,140
4254806,1,1,3,615
4254806,1,1,13,15
4254806,1,1,16,5
4254806,1,1,2,454
4254806,2,1,2,285
4254806,2,1,15,10
4254806,2,1,3,488
4254806,2,1,2,18
4254806,2,1,9,1
4254806,2,1,13,15
4254806,2,1,15,1
4254806,2,1,21,14
4254806,2,1,18,60
4254806,2,1,2,358
4254815,1,1,2,290
4254815,1,1,3,455
4254815,1,1,18,77
4254815,1,1,2,2
4254815,1,1,17,45
4254815,1,1,13,15
4254815,1,1,2,344
4254815,2,1,2,1002
4254815,2,1,17,45
4254815,2,1,13,15
4254815,2,1,2,344
4254820,1,1,2,840
4254820,1,1,24,549
4254844,1,1,2,1439
4254844,1,2,2,1439
4254847,1,1,2,210
4254847,1,1,3,570
4254847,1,1,2,30
4254847,1,1,20,185
4254847,1,1,2,329
4254847,2,1,2,360
4254847,2,1,3,695
4254847,2,1,2,329
4254851,1,1,2,445
4254851,1,1,3,235
4254851,1,1,2,699
4254901,1,1,2,412
4254901,1,1,13,39
4254901,1,1,7,1
4254901,1,1,2,496
4254901,1,1,21,45
4254901,1,1,2,417
4254901,2,1,2,190
4254901,2,1,24,2
4254901,2,1,2,73
4254901,2,1,13,39
4254901,2,1,13,1
4254901,2,1,2,960
4254989,1,1,2,313
4254989,1,1,18,46
4254989,1,1,7,4
4254989,1,1,2,169
4254989,1,1,18,70
4254989,1,1,13,7
4254989,1,1,13,5
4254989,1,1,15,10
4254989,1,1,2,718
4255008,1,1,2,354
4255008,1,1,3,247
4255008,1,1,17,45
4255008,1,1,3,125
4255008,1,1,2,22
4255008,1,1,16,180
4255008,1,1,2,343
4255008,1,2,2,430
4255008,1,2,20,65
4255008,1,2,2,15
4255008,1,2,3,405
4255008,1,2,2,374
4255048,1,1,2,352
4255048,1,1,9,1
4255048,1,1,3,569
4255048,1,1,13,3
4255048,1,1,2,490
4255048,1,2,2,332
4255048,1,2,9,1
4255048,1,2,3,335
4255048,1,2,13,27
4255048,1,2,2,726
4255048,2,1,2,205
4255048,2,1,13,4
4255048,2,1,3,780
4255048,2,1,2,418
4255048,2,2,2,202
4255048,2,2,13,5
4255048,2,2,3,747
4255048,2,2,12,9
4255048,2,2,2,440
4255048,3,1,2,279
4255048,3,1,3,302
4255048,3,1,17,8
4255048,3,1,3,299
4255048,3,1,12,8
4255048,3,1,2,456
4255048,3,2,2,315
4255048,3,2,3,610
4255048,3,2,17,4
4255048,3,2,15,3
4255048,3,2,2,442
4255123,1,1,2,420
4255123,1,1,15,105
4255123,1,1,2,5
4255123,1,1,12,25
4255123,1,1,15,95
4255123,1,1,17,10
4255123,1,1,2,140
4255123,1,1,9,1
4255123,1,1,20,150
4255123,1,1,2,389
4255123,1,2,2,310
4255123,1,2,20,110
4255123,1,2,2,25
4255123,1,2,17,45
4255123,1,2,12,10
4255123,1,2,20,195
4255123,1,2,17,45
4255123,1,2,20,389
4255123,2,1,2,290
4255123,2,1,3,260
4255123,2,1,17,75
4255123,2,1,3,196
4255123,2,1,20,150
4255123,2,1,2,389
4255123,2,2,2,310
4255123,2,2,20,110
4255123,2,2,2,25
4255123,2,2,17,45
4255123,2,2,12,10
4255123,2,2,20,195
4255123,2,2,17,45
4255123,2,2,20,389
4255137,1,1,2,700
4255137,1,1,16,2
4255137,1,1,2,53
4255137,1,1,21,5
4255137,1,1,2,125
4255137,1,1,17,50
4255137,1,1,2,454
4255137,2,1,2,380
4255137,2,1,18,95
4255137,2,1,2,120
4255137,2,1,17,30
4255137,2,1,2,30
4255137,2,1,16,85
4255137,2,1,2,135
4255137,2,1,17,50
4255137,2,1,2,454
4255156,1,1,2,720
4255156,1,1,16,5
4255156,1,1,13,35
4255156,1,1,13,10
4255156,1,1,13,10
4255156,1,1,13,25
4255156,1,1,2,539
4255156,1,2,2,1439
4255162,1,1,2,240
4255162,1,1,19,150
4255162,1,1,1,220
4255162,1,1,20,100
4255162,1,1,20,230
4255162,1,1,2,217
4255162,1,2,2,345
4255162,1,2,17,15
4255162,1,2,16,93
4255162,1,2,13,5
4255162,1,2,1,255
4255162,1,2,18,75
4255162,1,2,2,559
4255162,2,1,2,365
4255162,2,1,11,225
4255162,2,1,1,200
4255162,2,1,20,230
4255162,2,1,2,217
4255162,2,2,2,605
4255162,2,2,14,75
4255162,2,2,2,679
4255201,1,1,2,1439
4255201,1,2,2,420
4255201,1,2,18,60
4255201,1,2,13,10
4255201,1,2,2,899
4255298,1,1,2,1439
4255325,1,1,2,345
4255325,1,1,8,1
4255325,1,1,18,37
4255325,1,1,8,5
4255325,1,1,3,85
4255325,1,1,9,7
4255325,1,1,2,134
4255325,1,1,15,2
4255325,1,1,13,96
4255325,1,1,2,108
4255325,1,1,17,64
4255325,1,1,2,462
4255325,1,2,2,508
4255325,1,2,15,1
4255325,1,2,13,66
4255325,1,2,2,88
4255325,1,2,8,1
4255325,1,2,13,20
4255325,1,2,17,4
4255325,1,2,9,31
4255325,1,2,21,6
4255325,1,2,2,17
4255325,1,2,21,311
4255325,1,2,2,216
4255325,2,1,2,345
4255325,2,1,8,1
4255325,2,1,18,37
4255325,2,1,8,5
4255325,2,1,21,85
4255325,2,1,9,7
4255325,2,1,2,134
4255325,2,1,15,2
4255325,2,1,13,96
4255325,2,1,2,108
4255325,2,1,17,60
4255325,2,1,2,462
4255325,2,2,2,508
4255325,2,2,15,1
4255325,2,2,13,66
4255325,2,2,2,88
4255325,2,2,20,62
4255325,2,2,21,6
4255325,2,2,2,17
4255325,2,2,21,311
4255325,2,2,2,216
4255325,3,1,2,345
4255325,3,1,21,31
4255325,3,1,20,125
4255325,3,1,2,140
4255325,3,1,15,2
4255325,3,1,13,96
4255325,3,1,2,108
4255325,3,1,17,60
4255325,3,1,2,462
4255325,3,2,2,508
4255325,3,2,15,1
4255325,3,2,13,66
4255325,3,2,2,88
4255325,3,2,20,62
4255325,3,2,21,6
4255325,3,2,2,17
4255325,3,2,21,311
4255325,3,2,2,216
4255325,4,1,2,345
4255325,4,1,8,1
4255325,4,1,18,37
4255325,4,1,20,115
4255325,4,1,2,134
4255325,4,1,15,2
4255325,4,1,13,96
4255325,4,1,2,108
4255325,4,1,17,60
4255325,4,1,2,462
4255325,4,2,2,508
4255325,4,2,15,1
4255325,4,2,13,66
4255325,4,2,2,88
4255325,4,2,8,1
4255325,4,2,13,20
4255325,4,2,17,4
4255325,4,2,9,31
4255325,4,2,21,6
4255325,4,2,2,17
4255325,4,2,21,311
4255325,4,2,2,216
4255325,5,1,2,345
4255325,5,1,8,1
4255325,5,1,18,37
4255325,5,1,20,115
4255325,5,1,2,134
4255325,5,1,15,2
4255325,5,1,13,96
4255325,5,1,2,108
4255325,5,1,17,60
4255325,5,1,2,462
4255325,5,2,2,508
4255325,5,2,15,1
4255325,5,2,13,66
4255325,5,2,2,843
4255341,1,1,2,645
4255341,1,1,18,70
4255341,1,1,2,684
4255341,2,1,2,393
4255341,2,1,18,50
4255341,2,1,2,312
4255341,2,1,3,279
4255341,2,1,11,2
4255341,2,1,2,298
4255341,3,1,2,338
4255341,3,1,9,3
4255341,3,1,8,31
4255341,3,1,17,5
4255341,3,1,16,22
4255341,3,1,13,12
4255341,3,1,16,135
4255341,3,1,16,191
4255341,3,1,12,4
4255341,3,1,21,261
4255341,3,1,2,164
4255341,4,1,2,900
4255341,4,1,8,1
4255341,4,1,2,231
4255341,4,1,13,17
4255341,4,1,2,239
4255360,1,1,2,341
4255360,1,1,15,2
4255360,1,1,17,4
4255360,1,1,18,85
4255360,1,1,13,10
4255360,1,1,13,11
4255360,1,1,13,15
4255360,1,1,2,98
4255360,1,1,18,42
4255360,1,1,17,47
4255360,1,1,13,12
4255360,1,1,13,9
4255360,1,1,2,644
4255360,1,2,2,317
4255360,1,2,3,409
4255360,1,2,13,4
4255360,1,2,2,599
4255360,2,1,2,840
4255360,2,1,20,25
4255360,2,1,13,11
4255360,2,1,2,538
4255360,2,2,2,1439
4255360,3,1,2,452
4255360,3,1,3,556
4255360,3,1,2,401
4255360,3,2,2,450
4255360,3,2,3,555
4255360,3,2,2,404
4255380,1,1,2,450
4255380,1,1,18,90
4255380,1,1,2,834
4255383,1,1,2,230
4255383,1,1,8,10
4255383,1,1,3,540
4255383,1,1,11,5
4255383,1,1,7,6
4255383,1,1,5,190
4255383,1,1,2,293
4255383,2,1,2,230
4255383,2,1,8,10
4255383,2,1,8,1
4255383,2,1,2,20
4255383,2,1,9,10
4255383,2,1,8,20
4255383,2,1,1,305
4255383,2,1,18,80
4255383,2,1,2,30
4255383,2,1,9,5
4255383,2,1,15,5
4255383,2,1,8,3
4255383,2,1,2,306
4255383,2,1,9,1
4255383,2,1,2,293
4255383,3,1,2,600
4255383,3,1,15,4
4255383,3,1,2,826
4255383,4,1,2,230
4255383,4,1,18,65
4255383,4,1,5,230
4255383,4,1,2,85
4255383,4,1,18,80
4255383,4,1,2,684
4255413,1,1,2,360
4255413,1,1,13,60
4255413,1,1,2,989
4255413,2,1,2,480
4255413,2,1,15,40
4255413,2,1,2,899
4255481,1,1,2,240
4255481,1,1,3,509
4255481,1,1,2,3
4255481,1,1,18,106
4255481,1,1,12,4
4255481,1,1,2,434
4255489,1,1,2,1439
4255489,1,2,2,1439
4255518,1,1,2,1439
4255518,1,2,2,675
4255518,1,2,17,8
4255518,1,2,2,728
4255518,2,1,2,202
4255518,2,1,20,5
4255518,2,1,2,65
4255518,2,1,3,176
4255518,2,1,17,42
4255518,2,1,2,550
4255518,2,2,2,171
4255518,2,2,17,2
4255518,2,2,2,16
4255518,2,2,20,28
4255518,2,2,2,43
4255518,2,2,3,159
4255518,2,2,13,23
4255518,2,2,13,3
4255518,2,2,13,11
4255518,2,2,16,12
4255518,2,2,3,357
4255518,2,2,2,412
4255535,1,1,2,390
4255535,1,1,18,60
4255535,1,1,2,929
4255557,1,1,2,405
4255557,1,1,14,66
4255557,1,1,2,60
4255557,1,1,16,18
4255557,1,1,2,776
4255557,2,1,2,1439
4255557,3,1,2,585
4255557,3,1,15,9
4255557,3,1,3,605
4255557,3,1,2,179
4255649,1,1,2,305
4255649,1,1,17,80
4255649,1,1,16,5
4255649,1,1,2,510
4255649,1,1,17,125
4255649,1,1,2,384
4255690,1,1,2,270
4255690,1,1,3,120
4255690,1,1,11,95
4255690,1,1,3,300
4255690,1,1,2,539
4255710,1,1,2,360
4255710,1,1,16,20
4255710,1,1,2,994
4255710,2,1,2,330
4255710,2,1,13,15
4255710,2,1,16,45
4255710,2,1,2,974
4255899,1,1,2,317
4255899,1,1,3,536
4255899,1,1,15,11
4255899,1,1,15,14
4255899,1,1,2,510
4255899,2,1,2,252
4255899,2,1,3,255
4255899,2,1,17,10
4255899,2,1,3,345
4255899,2,1,2,468
4255917,1,1,2,350
4255917,1,1,18,35
4255917,1,1,2,1019
4255917,1,2,2,300
4255917,1,2,13,40
4255917,1,2,2,420
4255917,1,2,21,192
4255917,1,2,2,419
4255917,2,1,2,350
4255917,2,1,18,35
4255917,2,1,2,1019
4255917,2,2,2,780
4255917,2,2,21,192
4255917,2,2,2,419
4255949,1,1,2,540
4255949,1,1,13,20
4255949,1,1,2,856
4255949,1,2,2,1439
4255958,1,1,2,420
4255958,1,1,16,60
4255958,1,1,17,90
4255958,1,1,21,120
4255958,1,1,17,45
4255958,1,1,13,40
4255958,1,1,2,419
4255958,2,1,2,420
4255958,2,1,15,60
4255958,2,1,17,90
4255958,2,1,21,120
4255958,2,1,17,45
4255958,2,1,13,40
4255958,2,1,2,419
4255974,1,1,2,510
4255974,1,1,17,115
4255974,1,1,20,60
4255974,1,1,2,120
4255974,1,1,17,130
4255974,1,1,2,389
4255974,1,2,2,1439
4256046,1,1,2,1439
4256046,2,1,2,390
4256046,2,1,15,10
4256046,2,1,15,9
4256046,2,1,13,12
4256046,2,1,2,55
4256046,2,1,3,515
4256046,2,1,2,344
4256046,3,1,2,243
4256046,3,1,3,371
4256046,3,1,17,46
4256046,3,1,3,251
4256046,3,1,13,50
4256046,3,1,2,373
4256046,4,1,2,202
4256046,4,1,11,513
4256046,4,1,2,140
4256046,4,1,12,4
4256046,4,1,3,64
4256046,4,1,8,1
4256046,4,1,2,419
4256104,1,1,2,480
4256104,1,1,16,135
4256104,1,1,18,30
4256104,1,1,2,704
4256104,1,2,2,1439
4256123,1,1,2,270
4256123,1,1,3,595
4256123,1,1,2,30
4256123,1,1,19,215
4256123,1,1,2,229
4256123,2,1,2,420
4256123,2,1,19,305
4256123,2,1,2,5
4256123,2,1,19,410
4256123,2,1,2,259
4256148,1,1,2,300
4256148,1,1,16,155
4256148,1,1,13,39
4256148,1,1,2,18
4256148,1,1,13,45
4256148,1,1,2,667
4256152,1,1,2,870
4256152,1,1,17,30
4256152,1,1,2,479
4256152,1,2,2,870
4256152,1,2,17,30
4256152,1,2,2,479
4256155,1,1,2,225
4256155,1,1,24,45
4256155,1,1,3,535
4256155,1,1,2,20
4256155,1,1,24,479
4256155,1,2,2,240
4256155,1,2,16,5
4256155,1,2,2,1
4256155,1,2,17,7
4256155,1,2,3,230
4256155,1,2,17,40
4256155,1,2,3,273
4256155,1,2,2,10
4256155,1,2,24,479
4256155,2,1,2,249
4256155,2,1,3,235
4256155,2,1,17,15
4256155,2,1,3,90
4256155,2,1,11,20
4256155,2,1,13,16
4256155,2,1,3,154
4256155,2,1,2,70
4256155,2,1,24,404
4256155,2,2,2,259
4256155,2,2,3,100
4256155,2,2,11,75
4256155,2,2,3,365
4256155,2,2,7,1
4256155,2,2,16,13
4256155,2,2,2,513
4256214,1,1,2,240
4256214,1,1,20,465
4256214,1,1,13,15
4256214,1,1,17,10
4256214,1,1,2,614
4256214,1,2,2,480
4256214,1,2,15,15
4256214,1,2,20,90
4256214,1,2,17,15
4256214,1,2,2,749
4256214,2,1,2,1439
4256214,2,2,2,300
4256214,2,2,20,110
4256214,2,2,2,170
4256214,2,2,13,45
4256214,2,2,2,764
4256227,1,1,2,870
4256227,1,1,19,240
4256227,1,1,2,299
4256227,1,2,2,360
4256227,1,2,19,210
4256227,1,2,2,834
4256232,1,1,2,337
4256232,1,1,3,81
4256232,1,1,14,120
4256232,1,1,3,136
4256232,1,1,2,84
4256232,1,1,20,55
4256232,1,1,2,494
4256232,1,2,2,355
4256232,1,2,13,19
4256232,1,2,1,472
4256232,1,2,20,174
4256232,1,2,2,365
4256232,2,1,2,414
4256232,2,1,20,19
4256232,2,1,15,1
4256232,2,1,2,972
4256232,2,2,2,355
4256232,2,2,13,19
4256232,2,2,2,1041
4256232,3,1,2,414
4256232,3,1,20,19
4256232,3,1,15,1
4256232,3,1,2,972
4256232,3,2,2,355
4256232,3,2,13,19
4256232,3,2,2,1041
4256232,4,1,2,414
4256232,4,1,20,19
4256232,4,1,15,1
4256232,4,1,2,972
4256232,4,2,2,355
4256232,4,2,13,19
4256232,4,2,2,1041
4256295,1,1,2,120
4256295,1,1,6,150
4256295,1,1,3,520
4256295,1,1,2,584
4256295,1,2,2,150
4256295,1,2,6,120
4256295,1,2,3,520
4256295,1,2,2,564
4256295,2,1,2,820
4256295,2,1,3,520
4256295,2,1,2,79
4256295,2,2,2,825
4256295,2,2,3,515
4256295,2,2,2,79
4256295,3,1,2,1439
4256295,3,2,2,1439
4256295,4,1,2,1439
4256295,4,2,2,1439
4256299,1,1,2,840
4256299,1,1,19,40
4256299,1,1,17,70
4256299,1,1,2,419
4256299,1,2,2,420
4256299,1,2,16,15
4256299,1,2,15,15
4256299,1,2,2,929
4256299,2,1,2,840
4256299,2,1,19,40
4256299,2,1,17,70
4256299,2,1,2,419
4256299,2,2,2,1439
4256316,1,1,2,270
4256316,1,1,16,460
4256316,1,1,2,614
4256316,2,1,2,675
4256316,2,1,20,80
4256316,2,1,13,15
4256316,2,1,2,599
4256398,1,1,2,349
4256398,1,1,3,231
4256398,1,1,13,11
4256398,1,1,3,173
4256398,1,1,12,8
4256398,1,1,2,549
4256407,1,1,2,275
4256407,1,1,4,179
4256407,1,1,2,4
4256407,1,1,8,6
4256407,1,1,3,5
4256407,1,1,16,1
4256407,1,1,4,44
4256407,1,1,15,13
4256407,1,1,4,2
4256407,1,1,2,1
